,Unnamed: 0,task,gt_path,obj_id
416,416,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_236.nii.gz,1.0
417,417,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_236.nii.gz,2.0
418,418,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_233.nii.gz,1.0
419,419,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_233.nii.gz,2.0
420,420,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_351.nii.gz,1.0
421,421,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_351.nii.gz,2.0
422,422,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_126.nii.gz,1.0
423,423,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_126.nii.gz,2.0
424,424,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_294.nii.gz,1.0
425,425,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_294.nii.gz,2.0
426,426,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_193.nii.gz,1.0
427,427,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_193.nii.gz,2.0
428,428,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_292.nii.gz,1.0
429,429,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_292.nii.gz,2.0
430,430,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_156.nii.gz,1.0
431,431,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_156.nii.gz,2.0
432,432,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_221.nii.gz,1.0
433,433,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_221.nii.gz,2.0
434,434,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_217.nii.gz,1.0
435,435,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_217.nii.gz,2.0
436,436,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_326.nii.gz,1.0
437,437,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_326.nii.gz,2.0
438,438,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_329.nii.gz,1.0
439,439,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_329.nii.gz,2.0
440,440,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_135.nii.gz,1.0
441,441,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_135.nii.gz,2.0
442,442,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_257.nii.gz,1.0
443,443,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_257.nii.gz,2.0
444,444,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_249.nii.gz,1.0
445,445,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_249.nii.gz,2.0
446,446,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_316.nii.gz,1.0
447,447,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_316.nii.gz,2.0
448,448,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_319.nii.gz,1.0
449,449,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_319.nii.gz,2.0
450,450,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_380.nii.gz,1.0
451,451,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_380.nii.gz,2.0
452,452,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_125.nii.gz,1.0
453,453,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_125.nii.gz,2.0
454,454,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_127.nii.gz,1.0
455,455,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_127.nii.gz,2.0
456,456,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_335.nii.gz,1.0
457,457,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_335.nii.gz,2.0
458,458,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_083.nii.gz,1.0
459,459,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_083.nii.gz,2.0
460,460,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_375.nii.gz,1.0
461,461,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_375.nii.gz,2.0
462,462,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_204.nii.gz,1.0
463,463,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_204.nii.gz,2.0
464,464,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_245.nii.gz,1.0
465,465,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_245.nii.gz,2.0
466,466,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_207.nii.gz,1.0
467,467,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_207.nii.gz,2.0
468,468,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_060.nii.gz,1.0
469,469,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_060.nii.gz,2.0
470,470,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_336.nii.gz,1.0
471,471,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_336.nii.gz,2.0
472,472,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_152.nii.gz,1.0
473,473,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_152.nii.gz,2.0
474,474,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_105.nii.gz,1.0
475,475,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_105.nii.gz,2.0
476,476,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_091.nii.gz,1.0
477,477,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_091.nii.gz,2.0
478,478,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_289.nii.gz,1.0
479,479,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_289.nii.gz,2.0
480,480,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_197.nii.gz,1.0
481,481,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_197.nii.gz,2.0
482,482,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_142.nii.gz,1.0
483,483,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_142.nii.gz,2.0
484,484,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_340.nii.gz,1.0
485,485,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_340.nii.gz,2.0
486,486,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_145.nii.gz,1.0
487,487,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_145.nii.gz,2.0
488,488,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_387.nii.gz,1.0
489,489,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_387.nii.gz,2.0
490,490,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_038.nii.gz,1.0
491,491,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_038.nii.gz,2.0
492,492,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_084.nii.gz,1.0
493,493,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_084.nii.gz,2.0
494,494,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_366.nii.gz,1.0
495,495,Task04_Hippocampus,/data/datasets/MSD/Task04_Hippocampus/labelsTs/hippocampus_366.nii.gz,2.0
