,task,gt_path,obj_id
0,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_327.nii.gz,1
1,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_327.nii.gz,2
2,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_125.nii.gz,1
3,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_125.nii.gz,2
4,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_267.nii.gz,1
5,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_267.nii.gz,2
6,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_274.nii.gz,1
7,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_274.nii.gz,2
8,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_246.nii.gz,1
9,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_246.nii.gz,2
10,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_069.nii.gz,1
11,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_069.nii.gz,2
12,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_375.nii.gz,1
13,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_375.nii.gz,2
14,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_279.nii.gz,1
15,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_279.nii.gz,2
16,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_350.nii.gz,1
17,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_350.nii.gz,2
18,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_224.nii.gz,1
19,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_224.nii.gz,2
20,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_300.nii.gz,1
21,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_300.nii.gz,2
22,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_370.nii.gz,1
23,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_370.nii.gz,2
24,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_129.nii.gz,1
25,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_129.nii.gz,2
26,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_169.nii.gz,1
27,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_169.nii.gz,2
28,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_243.nii.gz,1
29,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_243.nii.gz,2
30,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_104.nii.gz,1
31,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_104.nii.gz,2
32,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_056.nii.gz,1
33,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_056.nii.gz,2
34,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_372.nii.gz,1
35,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_372.nii.gz,2
36,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_137.nii.gz,1
37,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_137.nii.gz,2
38,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_229.nii.gz,1
39,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_229.nii.gz,2
40,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_291.nii.gz,1
41,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_291.nii.gz,2
42,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_042.nii.gz,1
43,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_042.nii.gz,2
44,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_385.nii.gz,1
45,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_385.nii.gz,2
46,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_209.nii.gz,1
47,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_209.nii.gz,2
48,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_409.nii.gz,1
49,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_409.nii.gz,2
50,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_277.nii.gz,1
51,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_277.nii.gz,2
52,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_235.nii.gz,1
53,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_235.nii.gz,2
54,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_295.nii.gz,1
55,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_295.nii.gz,2
56,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_334.nii.gz,1
57,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_334.nii.gz,2
58,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_262.nii.gz,1
59,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_262.nii.gz,2
60,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_343.nii.gz,1
61,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_343.nii.gz,2
62,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_302.nii.gz,1
63,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_302.nii.gz,2
