,Unnamed: 0,task,gt_path,obj_id
484,484,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_217.nii.gz,1
485,485,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_217.nii.gz,2
486,486,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_442.nii.gz,1
487,487,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_442.nii.gz,2
488,488,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_116.nii.gz,1
489,489,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_116.nii.gz,2
490,490,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_238.nii.gz,1
491,491,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_238.nii.gz,2
492,492,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_458.nii.gz,1
493,493,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_458.nii.gz,2
494,494,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_396.nii.gz,1
495,495,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_396.nii.gz,2
496,496,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_318.nii.gz,1
497,497,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_318.nii.gz,2
498,498,Task08_HepaticVessel,/data/datasets/MSD/Task08_HepaticVessel/labelsTs/hepaticvessel_023.nii.gz,1
